State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status,Amenities_Count,Floor_Ratio,Good_Investment
Andhra Pradesh,Vijayawada,Locality_377,Apartment,1,2060,102.17,0.05,2013,Unfurnished,2,11,13,5,4,2,1,1,"Pool, Garden, Gym, Clubhouse, Playground",East,Broker,Under_Construction,5,0.18181818181818182,1
Karnataka,Mangalore,Locality_120,Villa,4,4916,343.05,0.07,2019,Furnished,19,27,7,5,2,1,1,1,"Playground, Gym, Pool, Garden",East,Owner,Ready_to_Move,4,0.7037037037037037,0
Maharashtra,Pune,Locality_85,Independent House,4,973,307.14,0.32,2008,Furnished,3,13,18,3,9,1,1,0,"Playground, Gym, Pool",North,Owner,Ready_to_Move,3,0.23076923076923078,0
Bihar,Patna,Locality_209,Villa,4,4328,462.7,0.11,1996,Unfurnished,13,24,30,2,2,3,0,0,"Clubhouse, Playground",West,Broker,Under_Construction,2,0.5416666666666666,0
Telangana,Hyderabad,Locality_168,Apartment,4,4975,266.04,0.05,1991,Furnished,6,8,35,6,1,3,1,0,"Clubhouse, Pool, Gym",West,Builder,Under_Construction,3,0.75,1
Uttar Pradesh,Lucknow,Locality_166,Independent House,1,4497,21.01,0.0,2012,Semi-furnished,17,17,14,7,6,3,0,0,"Pool, Clubhouse, Garden, Playground",East,Owner,Ready_to_Move,4,1.0,1
Uttar Pradesh,Lucknow,Locality_225,Independent House,3,2017,207.36,0.1,2016,Furnished,2,22,10,3,10,1,1,1,"Garden, Clubhouse, Playground",South,Builder,Under_Construction,3,0.09090909090909091,0
Karnataka,Bangalore,Locality_21,Independent House,4,4668,337.41,0.07,2006,Semi-furnished,8,16,20,5,2,3,1,1,"Playground, Clubhouse, Pool",West,Owner,Ready_to_Move,3,0.5,1
Chhattisgarh,Raipur,Locality_96,Villa,5,4946,440.57,0.09,2008,Furnished,14,20,18,8,3,1,0,0,"Clubhouse, Gym, Playground, Garden, Pool",South,Broker,Under_Construction,5,0.7,0
Karnataka,Mysore,Locality_397,Villa,2,3123,268.97,0.09,2008,Furnished,1,22,18,6,1,3,0,0,"Garden, Gym",West,Broker,Ready_to_Move,2,0.045454545454545456,0
Haryana,Gurgaon,Locality_173,Apartment,1,4140,200.24,0.05,2008,Semi-furnished,14,26,18,3,6,1,0,1,"Clubhouse, Playground, Garden",East,Broker,Under_Construction,3,0.5384615384615384,0
Karnataka,Mangalore,Locality_150,Independent House,5,4575,477.33,0.1,2020,Unfurnished,8,15,6,2,2,1,0,0,"Gym, Pool, Garden, Clubhouse",North,Builder,Under_Construction,4,0.5333333333333333,0
Karnataka,Bangalore,Locality_26,Apartment,3,4562,100.33,0.02,2019,Semi-furnished,7,20,7,5,2,1,0,0,"Playground, Gym, Garden, Pool",South,Broker,Under_Construction,4,0.35,0
Odisha,Bhubaneswar,Locality_301,Villa,1,3575,144.08,0.04,2023,Unfurnished,10,22,3,8,1,2,0,0,"Clubhouse, Gym, Playground, Pool",West,Owner,Ready_to_Move,4,0.45454545454545453,1
Assam,Silchar,Locality_96,Villa,4,1831,266.41,0.15,2016,Furnished,13,22,10,8,9,2,1,1,"Pool, Clubhouse",East,Broker,Ready_to_Move,2,0.5909090909090909,0
Karnataka,Bangalore,Locality_158,Villa,4,3519,117.88,0.03,2018,Furnished,4,15,8,10,9,1,1,1,"Gym, Clubhouse",North,Broker,Ready_to_Move,2,0.26666666666666666,0
Uttarakhand,Dehradun,Locality_88,Independent House,1,4451,181.13,0.04,1995,Semi-furnished,29,30,31,8,5,1,1,1,"Clubhouse, Garden",North,Builder,Ready_to_Move,2,0.9666666666666667,0
Rajasthan,Jaipur,Locality_447,Independent House,4,2053,34.07,0.02,1997,Unfurnished,3,15,29,5,2,2,0,0,"Pool, Garden",West,Broker,Ready_to_Move,2,0.2,0
Karnataka,Mangalore,Locality_455,Villa,4,999,80.69,0.08,2003,Unfurnished,2,21,23,6,10,1,1,1,"Playground, Clubhouse, Gym",East,Owner,Under_Construction,3,0.09523809523809523,0
Telangana,Warangal,Locality_103,Independent House,1,4286,301.88,0.07,2005,Semi-furnished,19,25,21,3,5,3,0,0,"Gym, Garden, Playground",East,Broker,Ready_to_Move,3,0.76,1
Jharkhand,Jamshedpur,Locality_382,Villa,3,2482,409.13,0.16,2020,Furnished,15,27,6,5,9,3,1,1,"Gym, Pool, Garden, Playground",North,Broker,Under_Construction,4,0.5555555555555556,0
Punjab,Ludhiana,Locality_488,Independent House,4,1560,221.12,0.14,2021,Unfurnished,16,19,5,10,3,1,0,0,"Playground, Gym, Clubhouse",East,Builder,Ready_to_Move,3,0.8421052631578947,0
Haryana,Faridabad,Locality_77,Villa,4,2678,179.65,0.07,2011,Furnished,5,22,15,10,6,1,1,0,"Playground, Clubhouse, Pool, Garden, Gym",East,Owner,Ready_to_Move,5,0.22727272727272727,0
Rajasthan,Jodhpur,Locality_152,Villa,5,3435,155.37,0.05,2014,Semi-furnished,27,30,12,3,3,1,0,1,"Pool, Playground",West,Owner,Ready_to_Move,2,0.9,0
Andhra Pradesh,Vishakhapatnam,Locality_283,Independent House,1,3595,391.0,0.11,1999,Unfurnished,3,28,27,5,2,1,1,1,"Playground, Clubhouse, Gym",South,Builder,Ready_to_Move,3,0.10714285714285714,0
West Bengal,Durgapur,Locality_337,Villa,3,1051,34.7,0.03,2023,Unfurnished,18,26,3,10,5,1,0,1,Pool,East,Owner,Under_Construction,1,0.6923076923076923,0
Kerala,Kochi,Locality_332,Apartment,1,3650,349.92,0.1,2001,Unfurnished,10,14,25,3,8,3,0,1,"Playground, Garden",West,Owner,Under_Construction,2,0.7142857142857143,0
Bihar,Gaya,Locality_278,Independent House,5,4075,301.18,0.07,2003,Unfurnished,5,17,23,5,6,1,1,1,"Pool, Garden, Gym, Clubhouse, Playground",North,Builder,Ready_to_Move,5,0.29411764705882354,0
Delhi,New Delhi,Locality_351,Apartment,4,1864,45.58,0.02,1998,Unfurnished,4,23,28,6,9,3,1,0,"Playground, Gym, Clubhouse, Garden, Pool",East,Broker,Ready_to_Move,5,0.17391304347826086,1
Maharashtra,Nagpur,Locality_41,Apartment,3,2773,31.28,0.01,1991,Unfurnished,10,30,35,8,1,1,0,1,"Clubhouse, Pool",South,Owner,Under_Construction,2,0.3333333333333333,0
Bihar,Patna,Locality_423,Independent House,2,4302,435.59,0.1,2008,Unfurnished,11,14,18,10,9,1,1,0,"Playground, Pool, Clubhouse, Gym, Garden",East,Broker,Ready_to_Move,5,0.7857142857142857,0
Uttarakhand,Haridwar,Locality_330,Independent House,3,1799,306.39,0.17,2006,Furnished,6,11,20,4,1,1,0,0,Garden,North,Builder,Ready_to_Move,1,0.5454545454545454,0
Tamil Nadu,Coimbatore,Locality_404,Villa,4,3362,26.23,0.01,2006,Unfurnished,10,22,20,8,3,2,0,0,"Clubhouse, Gym, Garden, Playground",North,Owner,Under_Construction,4,0.45454545454545453,1
Chhattisgarh,Raipur,Locality_350,Independent House,1,1563,198.42,0.13,2015,Furnished,9,16,11,4,7,1,0,0,"Gym, Playground, Garden, Pool, Clubhouse",East,Broker,Under_Construction,5,0.5625,0
Uttar Pradesh,Noida,Locality_350,Apartment,2,1619,312.34,0.19,1992,Furnished,0,14,34,6,7,2,0,1,"Pool, Clubhouse",South,Broker,Under_Construction,2,0.0,0
West Bengal,Durgapur,Locality_489,Villa,4,2987,384.28,0.13,2003,Furnished,10,12,23,9,7,3,0,1,"Clubhouse, Garden, Playground",North,Owner,Under_Construction,3,0.8333333333333334,0
Uttarakhand,Haridwar,Locality_148,Villa,5,3885,128.59,0.03,2023,Furnished,10,18,3,8,8,3,1,1,"Gym, Garden, Clubhouse, Playground, Pool",West,Owner,Under_Construction,5,0.5555555555555556,1
Assam,Guwahati,Locality_59,Independent House,1,4462,423.74,0.09,2021,Unfurnished,12,16,5,4,8,1,1,1,"Playground, Pool, Gym, Clubhouse, Garden",South,Owner,Ready_to_Move,5,0.75,0
Maharashtra,Pune,Locality_206,Apartment,4,4066,20.58,0.01,2019,Furnished,7,20,7,10,8,1,0,1,"Clubhouse, Gym, Garden",East,Owner,Ready_to_Move,3,0.35,0
Punjab,Ludhiana,Locality_464,Independent House,1,2216,220.38,0.1,2017,Furnished,4,25,9,8,4,2,0,0,"Pool, Garden",East,Owner,Under_Construction,2,0.16,0
Punjab,Amritsar,Locality_157,Apartment,3,2014,371.17,0.18,2007,Semi-furnished,1,19,19,10,6,1,0,0,Playground,South,Broker,Ready_to_Move,1,0.05263157894736842,0
Uttar Pradesh,Lucknow,Locality_391,Villa,1,3916,394.83,0.1,1998,Furnished,12,28,28,6,7,1,0,1,"Playground, Gym, Pool, Garden",North,Builder,Under_Construction,4,0.42857142857142855,0
Haryana,Gurgaon,Locality_42,Apartment,3,3498,12.8,0.0,2000,Unfurnished,5,30,26,5,3,2,0,1,Garden,West,Owner,Under_Construction,1,0.16666666666666666,0
Uttar Pradesh,Noida,Locality_196,Independent House,1,1270,344.77,0.27,2017,Furnished,12,26,9,8,1,1,1,0,"Playground, Gym, Garden, Pool, Clubhouse",South,Broker,Under_Construction,5,0.46153846153846156,0
Punjab,Amritsar,Locality_96,Apartment,2,2916,309.77,0.11,1993,Unfurnished,17,22,33,2,6,1,1,1,Clubhouse,West,Owner,Ready_to_Move,1,0.7727272727272727,0
Assam,Guwahati,Locality_37,Villa,3,1586,367.74,0.23,2003,Unfurnished,9,29,23,3,6,2,1,0,"Playground, Clubhouse, Garden, Gym, Pool",South,Owner,Under_Construction,5,0.3103448275862069,0
Odisha,Cuttack,Locality_304,Villa,4,2151,229.93,0.11,2015,Unfurnished,2,24,11,5,7,1,1,0,"Pool, Gym",East,Owner,Ready_to_Move,2,0.08333333333333333,0
Punjab,Amritsar,Locality_110,Independent House,1,3585,40.98,0.01,1995,Furnished,5,7,31,7,3,3,1,0,"Garden, Playground",North,Builder,Ready_to_Move,2,0.7142857142857143,0
Delhi,Dwarka,Locality_171,Villa,1,3249,71.04,0.02,2012,Semi-furnished,2,16,14,1,3,1,1,1,"Garden, Playground, Pool, Gym, Clubhouse",South,Owner,Ready_to_Move,5,0.125,0
Telangana,Warangal,Locality_409,Independent House,1,1736,483.5,0.28,1992,Semi-furnished,1,19,34,6,4,2,0,0,"Playground, Garden",South,Builder,Under_Construction,2,0.05263157894736842,0
Maharashtra,Nagpur,Locality_446,Villa,1,4333,343.42,0.08,1996,Semi-furnished,3,3,30,1,1,3,0,1,"Gym, Garden, Playground, Clubhouse",West,Owner,Under_Construction,4,1.0,1
West Bengal,Kolkata,Locality_18,Villa,4,3265,246.01,0.08,1999,Semi-furnished,3,27,27,6,7,3,0,0,"Gym, Garden",North,Owner,Ready_to_Move,2,0.1111111111111111,0
Gujarat,Ahmedabad,Locality_232,Apartment,2,1746,80.97,0.05,2010,Semi-furnished,0,23,16,7,3,2,0,1,"Pool, Playground, Gym, Clubhouse",West,Broker,Ready_to_Move,4,0.0,1
Tamil Nadu,Coimbatore,Locality_184,Apartment,5,2267,224.63,0.1,1995,Unfurnished,14,21,31,9,8,2,1,1,Playground,East,Builder,Ready_to_Move,1,0.6666666666666666,0
Chhattisgarh,Raipur,Locality_16,Independent House,3,3087,337.53,0.11,1999,Furnished,16,19,27,6,6,1,0,0,Pool,East,Owner,Under_Construction,1,0.8421052631578947,0
Jharkhand,Ranchi,Locality_183,Independent House,5,3251,201.54,0.06,1993,Furnished,6,28,33,1,3,3,0,1,Garden,West,Broker,Under_Construction,1,0.21428571428571427,0
West Bengal,Durgapur,Locality_304,Villa,2,4775,18.34,0.0,2013,Semi-furnished,0,2,13,4,2,2,1,1,"Clubhouse, Gym",West,Builder,Ready_to_Move,2,0.0,0
Karnataka,Mysore,Locality_382,Independent House,3,4955,249.58,0.05,1991,Unfurnished,0,24,35,1,9,3,0,1,"Garden, Clubhouse",West,Owner,Under_Construction,2,0.0,0
Karnataka,Mangalore,Locality_392,Apartment,5,4337,153.29,0.04,2012,Unfurnished,2,29,14,2,10,1,0,0,Playground,South,Broker,Under_Construction,1,0.06896551724137931,0
Madhya Pradesh,Bhopal,Locality_265,Independent House,5,4108,117.1,0.03,2015,Unfurnished,1,13,11,9,4,1,0,1,Gym,South,Broker,Ready_to_Move,1,0.07692307692307693,0
Rajasthan,Jodhpur,Locality_108,Independent House,5,3511,313.44,0.09,1996,Furnished,16,24,30,7,4,1,1,0,"Clubhouse, Garden",East,Builder,Under_Construction,2,0.6666666666666666,0
Madhya Pradesh,Bhopal,Locality_314,Independent House,3,4321,79.74,0.02,1999,Furnished,14,28,27,7,7,3,1,0,"Clubhouse, Gym, Playground",West,Broker,Ready_to_Move,3,0.5,1
Chhattisgarh,Bilaspur,Locality_120,Apartment,1,1049,126.76,0.12,2022,Furnished,0,29,4,4,3,1,0,0,"Gym, Clubhouse, Pool, Garden, Playground",East,Broker,Ready_to_Move,5,0.0,0
Telangana,Hyderabad,Locality_476,Apartment,2,1401,269.51,0.19,1992,Unfurnished,10,19,34,2,5,1,1,0,"Clubhouse, Gym",North,Builder,Under_Construction,2,0.5263157894736842,0
West Bengal,Durgapur,Locality_493,Apartment,5,1741,336.69,0.19,2014,Furnished,14,24,12,2,3,3,1,0,"Clubhouse, Playground, Garden, Gym, Pool",North,Broker,Under_Construction,5,0.5833333333333334,0
Rajasthan,Jodhpur,Locality_14,Independent House,2,1942,44.41,0.02,2015,Semi-furnished,16,28,11,3,5,2,0,0,Gym,North,Owner,Under_Construction,1,0.5714285714285714,0
Gujarat,Surat,Locality_63,Apartment,3,927,120.21,0.13,2012,Semi-furnished,10,13,14,7,5,3,1,1,"Gym, Pool",West,Broker,Under_Construction,2,0.7692307692307693,0
Gujarat,Surat,Locality_244,Villa,4,2842,73.8,0.03,2007,Furnished,14,17,19,1,5,2,0,0,Playground,East,Owner,Ready_to_Move,1,0.8235294117647058,0
Telangana,Warangal,Locality_191,Apartment,4,4189,244.95,0.06,2012,Unfurnished,16,27,14,8,6,2,1,0,"Pool, Clubhouse, Garden, Playground, Gym",South,Builder,Under_Construction,5,0.5925925925925926,1
Rajasthan,Jaipur,Locality_58,Villa,4,2944,346.75,0.12,2007,Semi-furnished,24,24,19,9,5,3,1,0,"Clubhouse, Gym",West,Broker,Ready_to_Move,2,1.0,0
Punjab,Ludhiana,Locality_15,Independent House,5,4058,437.43,0.11,2017,Unfurnished,0,20,9,7,4,3,1,1,Clubhouse,East,Broker,Under_Construction,1,0.0,0
Tamil Nadu,Chennai,Locality_86,Apartment,5,4086,208.77,0.05,2006,Furnished,5,14,20,4,3,1,1,0,"Gym, Clubhouse, Playground, Pool, Garden",North,Owner,Ready_to_Move,5,0.35714285714285715,0
Karnataka,Mangalore,Locality_262,Independent House,1,3219,349.77,0.11,2019,Semi-furnished,9,18,7,3,10,3,0,1,"Gym, Clubhouse, Playground, Pool",East,Broker,Ready_to_Move,4,0.5,0
Odisha,Cuttack,Locality_376,Apartment,5,4335,221.42,0.05,2000,Semi-furnished,27,27,26,9,6,2,1,0,"Gym, Playground, Pool",North,Owner,Under_Construction,3,1.0,1
Rajasthan,Jaipur,Locality_183,Independent House,3,2151,192.47,0.09,1990,Semi-furnished,12,23,36,4,1,3,0,0,"Clubhouse, Gym, Pool, Playground, Garden",East,Broker,Ready_to_Move,5,0.5217391304347826,0
Uttar Pradesh,Lucknow,Locality_477,Independent House,1,1679,268.99,0.16,1995,Furnished,1,30,31,2,6,3,1,1,"Playground, Garden, Gym, Clubhouse, Pool",North,Broker,Ready_to_Move,5,0.03333333333333333,0
Rajasthan,Jodhpur,Locality_381,Independent House,4,3867,113.23,0.03,1990,Semi-furnished,3,16,36,9,2,3,0,0,"Playground, Garden",East,Broker,Ready_to_Move,2,0.1875,0
Rajasthan,Jaipur,Locality_257,Independent House,4,1660,357.57,0.22,2020,Unfurnished,2,7,6,3,3,3,0,0,Garden,North,Broker,Ready_to_Move,1,0.2857142857142857,0
Maharashtra,Pune,Locality_141,Apartment,2,1243,38.08,0.03,2015,Semi-furnished,0,21,11,3,1,1,0,0,"Garden, Playground, Clubhouse, Gym, Pool",East,Builder,Under_Construction,5,0.0,0
Uttar Pradesh,Noida,Locality_11,Independent House,4,3888,298.52,0.08,1991,Semi-furnished,16,23,35,4,5,2,0,1,"Gym, Playground, Clubhouse, Garden",North,Owner,Under_Construction,4,0.6956521739130435,1
Andhra Pradesh,Vishakhapatnam,Locality_39,Villa,4,4537,400.69,0.09,2010,Semi-furnished,4,27,16,4,5,2,0,1,"Pool, Garden, Playground, Gym, Clubhouse",North,Owner,Under_Construction,5,0.14814814814814814,0
Haryana,Faridabad,Locality_489,Independent House,4,1965,337.64,0.17,2020,Semi-furnished,6,26,6,3,3,3,0,0,"Gym, Garden",West,Builder,Under_Construction,2,0.23076923076923078,0
Punjab,Amritsar,Locality_153,Villa,3,3526,271.94,0.08,2023,Semi-furnished,0,12,3,5,2,3,1,0,Playground,South,Broker,Under_Construction,1,0.0,0
Punjab,Ludhiana,Locality_141,Villa,5,2897,70.59,0.02,2002,Furnished,26,29,24,7,7,1,1,1,"Clubhouse, Gym, Playground, Garden, Pool",South,Broker,Ready_to_Move,5,0.896551724137931,0
Andhra Pradesh,Vijayawada,Locality_118,Villa,1,3601,156.82,0.04,2002,Unfurnished,13,25,24,10,4,1,1,0,"Pool, Gym, Garden, Clubhouse",South,Broker,Ready_to_Move,4,0.52,0
Haryana,Faridabad,Locality_10,Independent House,4,1456,263.07,0.18,2015,Unfurnished,17,29,11,7,3,2,1,0,"Clubhouse, Pool, Gym, Playground, Garden",North,Builder,Ready_to_Move,5,0.5862068965517241,0
Punjab,Amritsar,Locality_341,Independent House,1,4884,78.22,0.02,1996,Semi-furnished,8,19,30,4,4,1,0,1,"Playground, Clubhouse, Garden, Gym",East,Owner,Under_Construction,4,0.42105263157894735,0
Gujarat,Ahmedabad,Locality_496,Villa,2,4653,52.9,0.01,2005,Unfurnished,0,25,21,3,10,3,0,0,"Pool, Garden, Gym, Playground, Clubhouse",North,Builder,Under_Construction,5,0.0,1
Punjab,Ludhiana,Locality_273,Independent House,2,2421,340.68,0.14,1997,Furnished,8,14,29,7,7,1,1,0,"Clubhouse, Playground",South,Builder,Under_Construction,2,0.5714285714285714,0
Tamil Nadu,Coimbatore,Locality_358,Villa,2,1905,384.51,0.2,1994,Semi-furnished,28,29,32,4,3,2,0,1,"Garden, Pool, Clubhouse, Gym, Playground",West,Builder,Under_Construction,5,0.9655172413793104,0
Madhya Pradesh,Indore,Locality_115,Independent House,5,2651,424.75,0.16,2007,Semi-furnished,13,16,19,2,2,2,1,0,"Playground, Garden",South,Owner,Under_Construction,2,0.8125,0
Haryana,Faridabad,Locality_425,Apartment,2,4963,359.35,0.07,2012,Furnished,19,28,14,6,6,3,0,1,"Pool, Clubhouse",North,Builder,Ready_to_Move,2,0.6785714285714286,0
Assam,Silchar,Locality_458,Independent House,3,1854,315.32,0.17,2022,Semi-furnished,2,12,4,5,1,2,0,0,Pool,East,Owner,Ready_to_Move,1,0.16666666666666666,0
Karnataka,Bangalore,Locality_471,Independent House,2,964,96.13,0.1,2006,Semi-furnished,7,18,20,1,9,3,0,0,"Gym, Clubhouse, Pool, Garden",West,Owner,Under_Construction,4,0.3888888888888889,0
Telangana,Warangal,Locality_317,Independent House,3,3091,24.83,0.01,2013,Semi-furnished,9,28,13,10,3,3,0,1,Pool,North,Broker,Under_Construction,1,0.32142857142857145,0
Assam,Guwahati,Locality_333,Villa,3,4119,191.2,0.05,2003,Semi-furnished,3,11,23,2,2,3,0,0,"Clubhouse, Playground",North,Broker,Under_Construction,2,0.2727272727272727,0
Chhattisgarh,Raipur,Locality_194,Independent House,3,1151,322.16,0.28,2020,Semi-furnished,11,26,6,2,3,1,1,0,Garden,West,Owner,Under_Construction,1,0.4230769230769231,0
Uttar Pradesh,Lucknow,Locality_409,Independent House,5,3154,414.18,0.13,2023,Furnished,0,18,3,3,8,2,1,0,Pool,South,Builder,Under_Construction,1,0.0,0
Haryana,Gurgaon,Locality_53,Independent House,3,2344,227.8,0.1,1996,Furnished,2,26,30,3,6,2,0,1,"Clubhouse, Gym, Playground, Pool",North,Broker,Under_Construction,4,0.07692307692307693,0
Haryana,Gurgaon,Locality_135,Apartment,4,1466,129.67,0.09,1992,Semi-furnished,4,13,34,5,1,1,0,0,"Playground, Garden",South,Owner,Under_Construction,2,0.3076923076923077,0
Telangana,Warangal,Locality_145,Apartment,4,2931,476.99,0.16,2021,Furnished,19,26,5,6,7,1,1,1,"Garden, Clubhouse, Gym",South,Builder,Ready_to_Move,3,0.7307692307692307,0
Haryana,Faridabad,Locality_360,Independent House,2,4353,68.51,0.02,2011,Furnished,10,14,15,7,5,2,0,1,Playground,East,Builder,Under_Construction,1,0.7142857142857143,0
Chhattisgarh,Raipur,Locality_305,Villa,1,4688,396.63,0.08,2002,Semi-furnished,23,27,24,5,5,2,1,0,"Clubhouse, Gym, Playground",South,Owner,Ready_to_Move,3,0.8518518518518519,1
Andhra Pradesh,Vijayawada,Locality_295,Apartment,1,3496,402.15,0.12,2000,Semi-furnished,2,22,26,8,10,1,1,1,"Clubhouse, Playground, Gym, Pool, Garden",North,Builder,Under_Construction,5,0.09090909090909091,0
Uttarakhand,Haridwar,Locality_41,Apartment,4,1514,192.5,0.13,2008,Unfurnished,13,24,18,10,7,1,0,1,"Playground, Clubhouse, Gym, Garden, Pool",North,Broker,Under_Construction,5,0.5416666666666666,0
Kerala,Trivandrum,Locality_45,Independent House,4,1617,169.38,0.1,2006,Furnished,10,13,20,6,5,2,1,1,"Playground, Gym",West,Owner,Ready_to_Move,2,0.7692307692307693,0
Chhattisgarh,Raipur,Locality_25,Independent House,2,1538,444.82,0.29,2022,Semi-furnished,1,16,4,6,9,3,1,1,Pool,West,Builder,Under_Construction,1,0.0625,0
Maharashtra,Mumbai,Locality_276,Villa,1,1815,31.27,0.02,2005,Semi-furnished,24,24,21,7,7,1,1,0,Garden,North,Builder,Ready_to_Move,1,1.0,0
Uttar Pradesh,Lucknow,Locality_182,Villa,4,1705,465.76,0.27,2002,Furnished,1,14,24,7,8,3,1,0,"Garden, Gym, Clubhouse, Playground, Pool",East,Owner,Ready_to_Move,5,0.07142857142857142,0
Bihar,Patna,Locality_390,Villa,4,2022,332.83,0.16,2004,Unfurnished,0,1,22,5,6,1,0,0,Playground,North,Owner,Ready_to_Move,1,0.0,0
Bihar,Patna,Locality_115,Apartment,5,4073,210.6,0.05,1992,Unfurnished,1,9,34,2,2,3,0,0,Pool,South,Broker,Under_Construction,1,0.1111111111111111,0
Assam,Silchar,Locality_364,Independent House,2,3237,270.4,0.08,2004,Semi-furnished,6,16,22,2,6,1,1,0,"Clubhouse, Playground, Garden",North,Owner,Under_Construction,3,0.375,0
Gujarat,Ahmedabad,Locality_163,Independent House,2,3878,446.67,0.12,2018,Semi-furnished,18,19,8,6,1,3,0,0,"Playground, Pool",East,Builder,Ready_to_Move,2,0.9473684210526315,0
Uttarakhand,Haridwar,Locality_78,Apartment,3,2306,231.42,0.1,2011,Semi-furnished,1,16,15,6,2,1,1,0,"Garden, Gym",West,Builder,Ready_to_Move,2,0.0625,0
Rajasthan,Jaipur,Locality_439,Independent House,1,2736,445.96,0.16,2019,Semi-furnished,0,10,7,9,7,3,0,0,"Clubhouse, Pool, Playground",East,Broker,Under_Construction,3,0.0,0
Maharashtra,Nagpur,Locality_176,Villa,1,1514,71.73,0.05,2001,Furnished,6,12,25,10,6,2,0,0,"Garden, Pool",West,Owner,Ready_to_Move,2,0.5,0
Rajasthan,Jaipur,Locality_376,Apartment,2,2998,287.42,0.1,2022,Furnished,0,6,4,10,9,3,0,1,"Gym, Garden, Playground, Pool",North,Broker,Under_Construction,4,0.0,0
Odisha,Bhubaneswar,Locality_30,Villa,5,3590,248.72,0.07,2003,Furnished,18,30,23,3,10,1,0,1,"Gym, Clubhouse, Garden",North,Owner,Ready_to_Move,3,0.6,0
Bihar,Patna,Locality_80,Apartment,1,1316,120.97,0.09,2003,Unfurnished,16,30,23,1,5,3,1,0,"Gym, Pool, Garden",South,Owner,Under_Construction,3,0.5333333333333333,0
Jharkhand,Ranchi,Locality_238,Villa,4,2395,66.29,0.03,1999,Furnished,5,29,27,2,7,2,1,0,"Garden, Clubhouse, Gym, Playground, Pool",West,Broker,Under_Construction,5,0.1724137931034483,1
Odisha,Cuttack,Locality_148,Apartment,2,949,115.96,0.12,2010,Furnished,3,22,16,1,4,2,0,1,"Clubhouse, Pool, Gym",East,Broker,Ready_to_Move,3,0.13636363636363635,0
West Bengal,Kolkata,Locality_339,Independent House,1,1376,173.92,0.13,1990,Furnished,8,14,36,1,8,2,1,1,"Pool, Gym, Garden",South,Builder,Under_Construction,3,0.5714285714285714,0
Maharashtra,Pune,Locality_346,Apartment,2,3807,91.84,0.02,1993,Furnished,6,19,33,3,5,1,0,1,"Garden, Playground, Gym, Pool, Clubhouse",West,Builder,Ready_to_Move,5,0.3157894736842105,0
Tamil Nadu,Coimbatore,Locality_201,Independent House,2,2064,100.7,0.05,2014,Semi-furnished,8,22,12,10,4,2,1,0,"Garden, Clubhouse",South,Builder,Ready_to_Move,2,0.36363636363636365,0
Rajasthan,Jaipur,Locality_472,Villa,3,4270,55.82,0.01,1999,Semi-furnished,10,13,27,1,1,3,0,0,Playground,South,Broker,Ready_to_Move,1,0.7692307692307693,0
Assam,Guwahati,Locality_312,Villa,2,4857,392.58,0.08,2013,Unfurnished,21,29,13,1,8,2,0,1,"Clubhouse, Gym, Pool, Garden, Playground",North,Owner,Ready_to_Move,5,0.7241379310344828,1
Chhattisgarh,Bilaspur,Locality_455,Villa,2,2126,229.09,0.11,1990,Furnished,8,13,36,6,2,1,1,0,"Playground, Clubhouse, Gym, Pool, Garden",West,Broker,Ready_to_Move,5,0.6153846153846154,0
Tamil Nadu,Coimbatore,Locality_22,Villa,5,2168,392.19,0.18,1994,Furnished,26,30,32,1,9,2,1,1,"Playground, Pool, Gym, Garden, Clubhouse",South,Owner,Under_Construction,5,0.8666666666666667,0
Bihar,Patna,Locality_26,Apartment,2,1473,96.79,0.07,2008,Semi-furnished,18,26,18,7,4,1,0,1,"Clubhouse, Gym, Pool, Playground",East,Builder,Ready_to_Move,4,0.6923076923076923,0
Chhattisgarh,Bilaspur,Locality_223,Apartment,3,905,97.03,0.11,2017,Unfurnished,18,20,9,5,8,2,0,0,Clubhouse,South,Broker,Under_Construction,1,0.9,0
